Name,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,ALLSTAR,YEAR,PK,POS
Jodie Meeks,81.0,42.0,27.7,4.8,10.9,0.436,2.6,5.2,0.491,2.2,5.7,0.386,3.7,4.1,0.89,0.7,2.4,3.0,1.6,1.1,0.1,1.8,1.6,15.4,7.77,No,2009,41,Guard
Kirk Haston,96.0,28.0,26.8,5.7,12.0,0.473,5.4,11.2,0.48,0.3,0.7,0.366,3.0,4.2,0.7170000000000001,2.4,6.3,7.8,1.2,0.8,1.1,2.0,2.7,14.6,10.88,No,2001,16,Forward
James Harden,69.0,68.0,35.0,6.0,11.9,0.506,4.6,8.0,0.57,1.5,3.9,0.376,5.4,7.2,0.755,1.3,4.1,5.4,3.7,1.9,0.4,3.0,2.5,19.0,7.05,Yes,2009,3,Guard
De'Anthony Melton,36.0,25.0,27.0,2.8,6.4,0.43700000000000006,2.2,4.4,0.51,0.6,2.1,0.284,2.1,3.0,0.706,1.4,3.3,4.7,3.5,1.9,1.0,1.8,2.3,8.3,6.4,No,2018,46,Guard
Jared Jeffries,70.0,70.0,32.6,5.0,11.2,0.45,4.5,9.5,0.47200000000000003,0.6,1.7,0.325,3.8,5.8,0.643,2.4,4.8,7.2,2.2,1.2,1.3,2.9,2.7,14.4,11.56,No,2002,11,Forward
Linas Kleiza,49.0,28.0,28.7,4.7,11.3,0.413,3.9,8.6,0.45299999999999996,0.8,2.8,0.287,4.3,6.1,0.7070000000000001,2.5,5.4,7.9,1.3,0.6,0.3,2.4,2.9,14.4,9.14,No,2005,27,Forward
Tristan Thompson,128.0,99.0,25.5,3.6,8.2,0.439,2.2,4.6,0.47200000000000003,1.4,3.6,0.396,4.1,5.0,0.816,0.6,2.1,2.8,1.3,0.6,0.1,1.7,1.8,12.7,-3.82,No,2011,4,Forward
Donovan Mitchell,65.0,38.0,26.0,4.1,9.8,0.418,2.6,5.2,0.49700000000000005,1.5,4.6,0.32899999999999996,2.0,2.5,0.7879999999999999,1.1,3.0,4.1,2.2,1.5,0.3,1.3,2.6,11.7,9.44,No,2017,13,Guard
Deandre Ayton,35.0,35.0,33.5,7.9,12.9,0.612,7.5,11.9,0.635,0.3,1.0,0.34299999999999997,4.0,5.5,0.733,3.4,8.2,11.6,1.6,0.6,1.9,2.0,2.3,20.1,6.84,No,2018,1,Center
James Johnson,127.0,127.0,33.7,4.6,11.9,0.385,2.9,7.3,0.39399999999999996,1.7,4.6,0.37,2.8,3.5,0.792,0.8,2.7,3.5,3.8,1.5,0.1,2.2,2.3,13.6,-7.53,No,2009,16,Forward
Jarrett Jack,101.0,100.0,32.3,4.0,8.4,0.478,3.1,5.9,0.53,0.9,2.6,0.359,3.6,4.5,0.7959999999999999,0.4,4.0,4.5,5.4,1.8,0.1,3.3,2.0,12.5,9.64,No,2005,22,Guard
Ryan Kelly,41.0,0.0,16.3,0.7,1.2,0.529,0.7,1.2,0.54,0.0,0.0,0.0,0.4,0.9,0.474,0.7,1.2,1.9,0.4,0.2,0.3,0.6,2.2,1.8,-2.08,No,2013,48,Forward
Tobias Harris,34.0,33.0,29.2,5.4,11.8,0.46,4.8,9.6,0.49700000000000005,0.7,2.2,0.303,3.8,5.0,0.753,2.0,5.3,7.3,1.3,0.7,0.9,1.8,2.1,15.3,8.73,No,2011,19,Forward
Willie Green,124.0,87.0,30.0,5.2,11.4,0.461,4.3,8.6,0.495,1.0,2.8,0.35200000000000004,2.9,3.8,0.757,1.1,3.6,4.2,2.2,0.9,0.3,2.0,2.3,14.3,0.88,No,2003,41,Guard
Jaron Blossomgame,128.0,125.0,30.7,4.9,10.0,0.488,4.1,7.7,0.541,0.8,2.4,0.316,3.0,4.1,0.7240000000000001,1.9,4.6,6.5,1.1,0.6,0.7,1.5,1.6,13.5,7.5,No,2017,59,Forward
Kareem Rush,84.0,60.0,30.2,6.5,14.7,0.445,3.9,8.3,0.46399999999999997,2.7,6.4,0.42200000000000004,3.1,4.0,0.777,1.7,4.1,5.4,2.1,1.2,0.6,2.8,2.3,18.9,8.07,No,2002,20,Guard
D'Angelo Russell,35.0,34.0,33.9,6.6,14.7,0.449,3.9,8.1,0.479,2.7,6.6,0.41100000000000003,3.4,4.5,0.7559999999999999,1.0,4.7,5.7,5.0,1.6,0.3,2.9,2.1,19.3,7.37,Yes,2015,2,Guard
Nick Fazekas,131.0,119.0,30.1,6.9,12.9,0.532,6.0,10.3,0.579,0.9,2.6,0.341,4.2,5.1,0.815,2.5,7.1,9.6,1.3,0.7,1.5,1.7,2.0,18.8,3.05,No,2007,34,Forward
Terrence Williams,140.0,127.0,32.2,4.1,10.3,0.4,2.7,6.0,0.457,1.4,4.4,0.32,1.5,2.6,0.589,1.5,5.5,6.9,3.9,1.5,0.6,2.4,1.9,11.2,7.65,No,2009,11,Forward
Cory Jefferson,130.0,76.0,19.9,3.3,6.1,0.5429999999999999,3.2,5.7,0.556,0.1,0.4,0.34,2.2,3.3,0.66,1.9,3.7,5.6,0.4,0.3,1.3,0.8,1.7,8.9,8.32,No,2014,60,Forward
Tyler Honeycutt,59.0,51.0,31.7,3.6,8.4,0.431,2.5,5.3,0.473,1.1,3.1,0.359,2.0,2.9,0.684,1.7,5.2,6.9,2.8,1.2,1.7,2.8,1.9,10.3,7.9,No,2011,35,Forward
Blake Griffin,68.0,63.0,30.9,7.1,11.5,0.618,7.1,11.4,0.622,0.0,0.1,0.3,4.5,7.7,0.589,3.6,8.3,11.8,2.1,1.1,1.0,2.8,2.5,18.8,7.37,Yes,2009,1,Forward
Noah Vonleh,30.0,29.0,26.5,3.8,7.2,0.523,3.2,6.1,0.53,0.5,1.1,0.485,3.2,4.5,0.716,2.4,6.6,9.0,0.6,0.9,1.4,2.1,2.7,11.3,6.64,No,2014,9,Forward
Rasual Butler,110.0,60.0,38.3,6.8,16.7,0.409,4.3,9.6,0.447,2.6,7.1,0.359,3.1,3.7,0.8290000000000001,2.1,4.8,5.9,1.6,1.0,1.1,2.7,1.8,19.3,3.11,No,2002,53,Forward
Darius Songaila,130.0,63.0,26.2,4.9,9.6,0.511,4.8,9.3,0.516,0.1,0.3,0.34299999999999997,4.4,5.3,0.831,2.1,5.1,6.3,1.8,1.1,0.7,2.8,3.3,14.3,9.46,No,2002,50,Forward
Karl-Anthony Towns,39.0,39.0,21.1,3.7,6.6,0.5660000000000001,3.7,6.4,0.5770000000000001,0.1,0.2,0.25,2.8,3.4,0.813,2.4,4.3,6.7,1.1,0.5,2.3,1.4,2.9,10.3,8.67,Yes,2015,1,Center
Moritz Wagner,107.0,77.0,21.0,3.9,7.2,0.547,2.9,4.5,0.643,1.0,2.7,0.385,1.5,2.2,0.698,1.2,3.3,4.5,0.5,0.8,0.4,1.2,2.5,10.4,9.16,No,2018,25,Forward
Darrun Hilliard,132.0,112.0,26.8,3.7,8.5,0.436,2.1,4.2,0.507,1.6,4.3,0.36700000000000005,2.4,3.2,0.748,0.5,2.5,3.0,1.9,1.3,0.4,1.6,2.1,11.4,7.8,No,2015,38,Guard
Isaiah Canaan,132.0,83.0,29.4,4.8,10.7,0.45,2.5,5.2,0.483,2.3,5.5,0.419,3.6,4.5,0.8029999999999999,0.6,2.2,2.8,2.9,1.2,0.1,2.4,1.8,15.5,-3.56,No,2013,34,Guard
Markelle Fultz,25.0,25.0,35.7,8.4,17.6,0.47600000000000003,6.3,12.5,0.502,2.1,5.0,0.413,4.4,6.7,0.649,1.3,4.4,5.7,5.9,1.6,1.2,3.2,2.5,23.2,6.82,No,2017,1,Guard
Carmelo Anthony,35.0,35.0,36.4,7.9,17.5,0.45299999999999996,6.3,12.7,0.496,1.6,4.7,0.337,4.8,6.8,0.706,2.9,7.1,10.0,2.2,1.6,0.9,2.2,2.2,22.2,9.02,Yes,2003,3,Forward
Lamar Patterson,149.0,106.0,24.3,3.2,7.4,0.435,2.1,4.3,0.483,1.1,3.1,0.369,1.9,2.6,0.723,1.2,2.8,3.9,2.9,1.0,0.3,1.6,1.9,9.5,6.86,No,2014,48,Guard
Landry Fields,129.0,65.0,23.6,3.9,8.4,0.46299999999999997,3.1,6.0,0.51,0.8,2.3,0.342,2.3,3.3,0.6759999999999999,1.6,3.5,5.0,1.6,0.9,0.4,1.5,1.6,10.8,7.35,No,2010,39,Forward
Morris Almond,121.0,56.0,27.1,5.2,10.5,0.49200000000000005,3.9,7.6,0.514,1.3,2.9,0.435,3.5,4.2,0.8240000000000001,1.0,2.5,3.5,1.0,0.7,0.5,2.2,1.7,15.1,2.25,No,2007,25,Guard
Ben Gordon,106.0,74.0,31.0,5.6,12.7,0.44,3.2,7.2,0.452,2.3,5.5,0.423,3.5,4.4,0.795,0.8,3.1,3.9,4.1,1.2,0.2,2.8,2.3,16.9,7.61,No,2004,3,Guard
Shabazz Napier,143.0,98.0,32.3,4.2,10.1,0.41100000000000003,2.3,5.3,0.444,1.8,4.8,0.375,3.6,4.4,0.813,0.7,3.3,4.0,4.5,1.8,0.2,2.4,2.1,13.7,8.64,No,2014,24,Guard
Klay Thompson,98.0,96.0,34.4,6.1,14.4,0.424,3.6,8.1,0.45,2.5,6.3,0.39,3.2,3.9,0.8270000000000001,0.9,3.9,4.8,2.6,1.3,0.8,2.9,2.5,17.9,6.32,Yes,2011,11,Guard
Joseph Forte,69.0,32.0,33.9,6.9,15.3,0.45399999999999996,5.3,10.9,0.489,1.6,4.4,0.368,3.2,4.0,0.81,1.2,4.8,5.8,3.0,1.8,0.4,2.4,2.0,18.7,11.79,No,2001,21,Guard
Lavoy Allen,135.0,130.0,32.2,4.4,8.2,0.534,4.2,7.7,0.5489999999999999,0.1,0.5,0.28800000000000003,1.6,2.4,0.6709999999999999,3.0,5.5,8.5,2.1,0.5,1.6,1.4,2.5,10.5,4.24,No,2011,50,Forward
John Wall,37.0,37.0,34.8,5.5,11.8,0.461,4.5,8.8,0.509,1.0,3.1,0.325,4.7,6.3,0.754,0.8,3.5,4.3,6.5,1.8,0.5,4.0,1.9,16.6,6.82,Yes,2010,1,Guard
Demetrius Jackson,57.0,50.0,29.1,4.2,10.4,0.402,2.5,5.6,0.447,1.7,4.8,0.348,3.3,4.0,0.8370000000000001,0.4,2.4,2.8,3.3,1.1,0.1,3.4,2.6,13.4,-1.12,No,2016,45,Guard
Brian Scalabrine,92.0,33.0,33.0,5.7,11.2,0.513,5.2,9.7,0.5379999999999999,0.5,1.5,0.34299999999999997,3.7,4.8,0.77,2.1,3.9,6.1,2.7,1.0,0.9,3.4,2.7,15.7,9.08,No,2001,35,Forward
Alize Johnson,66.0,66.0,30.7,5.2,11.3,0.457,3.9,7.5,0.523,1.2,3.8,0.325,3.3,4.6,0.716,3.2,7.9,11.1,2.4,0.5,0.3,2.3,2.3,14.9,0.82,No,2018,50,Forward
Darius Miller,152.0,82.0,24.9,2.9,6.5,0.44799999999999995,1.8,3.5,0.509,1.2,3.0,0.379,1.2,1.5,0.815,1.0,2.2,3.2,1.8,0.8,0.7,1.4,2.3,8.2,7.12,No,2012,46,Forward
Henry Ellenson,33.0,33.0,33.5,5.9,13.2,0.446,5.0,10.0,0.495,0.9,3.2,0.28800000000000003,4.3,5.8,0.7490000000000001,2.2,7.6,9.7,1.8,0.8,1.5,2.4,2.5,17.0,5.57,No,2016,18,Forward
Rodney White,28.0,26.0,30.9,6.7,13.8,0.48700000000000004,5.5,10.4,0.5329999999999999,1.2,3.4,0.34700000000000003,4.1,5.7,0.713,1.8,4.7,6.5,1.5,1.2,0.7,2.9,2.6,18.7,7.91,No,2001,9,Forward
Doron Lamb,78.0,49.0,29.8,4.3,8.9,0.485,2.5,5.0,0.49200000000000005,1.8,3.9,0.475,2.6,3.2,0.8109999999999999,0.4,1.9,2.3,1.6,0.5,0.1,1.2,2.0,13.1,8.42,No,2012,42,Guard
Austin Rivers,34.0,33.0,33.2,5.1,11.8,0.433,3.4,7.1,0.47700000000000004,1.7,4.7,0.365,3.6,5.4,0.6579999999999999,0.6,2.8,3.4,2.1,1.0,0.0,2.3,2.2,15.5,8.4,No,2012,10,Guard
Ben McLemore,37.0,36.0,32.2,5.4,10.8,0.495,3.4,6.1,0.5529999999999999,2.0,4.7,0.42,3.2,3.7,0.87,1.3,3.9,5.2,2.0,1.0,0.7,2.1,1.9,15.9,7.54,No,2013,7,Guard
Sam Dekker,113.0,81.0,27.9,4.4,9.0,0.493,3.2,5.3,0.591,1.3,3.6,0.348,2.0,2.8,0.695,1.6,3.4,5.0,1.3,0.6,0.5,1.0,1.2,12.1,10.07,No,2015,18,Forward
Devin Harris,96.0,96.0,35.0,4.6,10.2,0.447,2.6,5.0,0.522,1.9,5.2,0.375,3.8,4.8,0.778,0.7,3.4,4.1,3.1,1.7,0.4,1.8,2.1,14.8,7.74,Yes,2004,5,Guard
Darrell Arthur,78.0,46.0,21.9,4.7,8.7,0.541,4.7,8.5,0.552,0.0,0.2,0.11800000000000001,1.8,2.7,0.6759999999999999,2.2,3.3,5.5,0.6,0.7,1.4,1.6,2.8,11.3,7.53,No,2008,27,Forward
Von Wafer,61.0,22.0,21.6,3.5,8.7,0.405,1.7,3.8,0.457,1.8,4.9,0.365,1.3,1.9,0.669,0.4,1.8,2.2,1.4,0.9,0.2,1.4,1.4,10.1,8.65,No,2005,39,Guard
Carlos Boozer,101.0,63.0,25.9,5.5,8.7,0.631,5.5,8.7,0.632,0.0,0.0,0.0,3.9,5.3,0.741,2.7,5.0,7.2,1.1,1.0,0.7,1.6,2.9,14.9,10.0,Yes,2002,35,Forward
Patrick Beverley,70.0,67.0,34.1,4.1,9.7,0.42,2.1,4.6,0.46299999999999997,2.0,5.2,0.382,2.8,3.9,0.73,1.2,4.4,5.5,2.8,1.5,0.4,2.0,2.3,13.0,7.74,No,2009,42,Guard
Terry Rozier,73.0,45.0,26.8,4.2,10.3,0.408,3.1,6.8,0.447,1.2,3.5,0.331,2.4,3.1,0.772,1.0,3.3,4.3,2.4,1.5,0.1,1.4,1.6,12.0,6.89,No,2015,16,Guard
Mitch McGary,47.0,12.0,20.6,3.5,5.9,0.588,3.5,5.9,0.5920000000000001,0.0,0.0,0.0,0.8,1.6,0.513,2.6,4.0,6.6,0.8,1.2,0.7,1.3,2.5,7.8,9.85,No,2014,21,Forward
Anthony Randolph,31.0,31.0,32.8,5.9,12.7,0.46399999999999997,5.8,12.1,0.483,0.1,0.6,0.105,3.7,5.4,0.693,2.8,5.7,8.5,1.2,1.1,2.3,3.0,2.7,15.6,5.66,No,2008,14,Forward
Jeff Trepagnier,106.0,17.0,31.3,4.1,8.6,0.47100000000000003,3.5,6.7,0.521,0.6,1.9,0.298,1.9,2.9,0.659,2.0,3.1,5.2,1.4,1.9,1.0,2.0,2.1,10.6,8.68,No,2001,36,Guard
Luke Jackson,126.0,102.0,29.1,5.1,11.1,0.461,3.7,7.7,0.488,1.4,3.4,0.402,4.0,4.7,0.8490000000000001,1.7,4.2,5.9,3.4,1.3,0.3,2.3,1.8,15.6,6.96,Yes,2004,10,Forward
Channing Frye,133.0,119.0,27.7,5.3,9.5,0.562,5.3,9.3,0.568,0.0,0.2,0.261,2.8,3.7,0.759,2.8,4.6,7.3,1.3,0.6,1.9,1.4,2.8,13.5,9.02,No,2005,8,Center
Julius Randle,40.0,40.0,30.8,4.9,9.8,0.501,4.8,9.3,0.517,0.1,0.5,0.16699999999999998,5.1,7.2,0.706,3.5,6.9,10.4,1.4,0.5,0.8,2.5,2.3,15.0,9.89,No,2014,7,Forward
Bracey Wright,85.0,85.0,35.7,5.5,13.6,0.405,3.3,7.4,0.451,2.2,6.3,0.35,4.4,5.7,0.7759999999999999,1.3,3.8,5.1,2.4,0.9,0.6,2.3,1.8,17.6,9.25,No,2005,47,Guard
Taurean Green,111.0,79.0,29.2,2.9,7.1,0.401,1.2,2.8,0.419,1.7,4.3,0.389,3.2,3.7,0.857,0.3,1.9,2.2,3.6,1.1,0.1,2.5,1.6,10.6,6.65,No,2007,52,Guard
Mikal Bridges,116.0,73.0,27.3,3.9,7.5,0.525,2.5,3.8,0.645,1.5,3.7,0.4,1.9,2.3,0.845,1.1,3.2,4.3,1.6,1.4,0.9,1.1,2.2,11.3,9.74,No,2018,10,Guard
Carrick Felix,94.0,69.0,27.9,3.6,8.0,0.456,2.6,4.7,0.545,1.1,3.2,0.326,1.9,2.6,0.7040000000000001,1.3,3.5,4.8,1.3,1.0,0.8,1.7,2.4,10.2,5.37,No,2013,33,Guard
Kris Humphries,29.0,28.0,34.1,7.6,17.2,0.444,7.0,15.4,0.455,0.6,1.7,0.34,5.9,7.9,0.742,3.1,7.0,10.1,0.7,0.9,1.1,2.8,2.2,21.7,5.36,No,2004,14,Forward
A.J. Price,99.0,91.0,29.4,4.3,10.5,0.413,2.7,6.1,0.447,1.6,4.4,0.365,2.7,3.7,0.722,0.8,2.6,3.4,4.7,1.1,0.1,2.4,1.4,13.0,7.14,No,2009,52,Guard
Doug McDermott,145.0,145.0,31.5,7.9,14.3,0.55,6.0,10.2,0.5870000000000001,1.9,4.1,0.45799999999999996,4.1,4.9,0.831,1.9,5.6,7.5,1.3,0.2,0.1,2.2,1.8,21.7,4.29,No,2014,11,Forward
OG Anunoby,50.0,10.0,17.4,2.7,4.8,0.563,2.1,3.3,0.652,0.5,1.5,0.365,0.9,1.8,0.522,1.4,2.1,3.5,0.8,1.0,0.9,1.1,1.7,6.8,7.53,No,2017,23,Forward
Grant Jerrett,34.0,2.0,17.8,1.9,4.5,0.409,0.9,2.2,0.413,0.9,2.3,0.405,0.5,0.6,0.818,1.1,2.5,3.6,0.5,0.5,1.0,0.6,1.3,5.2,7.47,No,2013,40,Forward
Jordan McRae,114.0,74.0,27.1,4.4,10.4,0.41700000000000004,2.8,5.9,0.475,1.6,4.6,0.34299999999999997,3.1,4.0,0.769,0.7,2.6,3.3,1.8,0.6,0.9,2.0,1.9,13.3,7.3,No,2014,58,Guard
Josh Hart,146.0,77.0,28.0,4.6,9.1,0.511,3.2,5.4,0.5920000000000001,1.4,3.6,0.389,2.5,3.4,0.72,1.7,3.8,5.6,1.8,1.1,0.3,1.3,2.2,13.2,8.51,No,2017,30,Guard
George Hill,95.0,87.0,33.3,5.6,10.7,0.529,4.7,8.3,0.565,0.9,2.3,0.40399999999999997,4.8,6.1,0.785,1.9,3.8,5.8,3.3,1.6,0.3,2.5,2.8,17.0,-3.26,No,2008,26,Guard
Jon Leuer,123.0,68.0,22.8,4.2,8.7,0.48200000000000004,3.4,6.5,0.521,0.8,2.2,0.368,2.0,2.7,0.723,1.3,3.2,4.5,1.1,0.4,0.7,1.2,1.6,11.2,8.06,No,2011,40,Forward
Jason Smith,87.0,70.0,27.9,5.2,9.6,0.5479999999999999,5.1,9.3,0.556,0.1,0.3,0.308,4.1,5.5,0.7509999999999999,2.6,5.3,7.9,2.0,0.5,1.7,3.1,3.3,14.7,3.95,No,2007,20,Forward
Dominique Jones,95.0,94.0,36.5,6.2,14.1,0.442,4.5,8.9,0.512,1.7,5.2,0.32299999999999995,4.8,6.5,0.737,1.5,3.9,5.4,3.5,1.5,0.4,2.6,2.6,18.9,7.32,No,2010,25,Guard
R.J. Hunter,99.0,98.0,34.7,5.6,13.3,0.423,3.1,6.1,0.505,2.6,7.2,0.354,4.5,5.3,0.853,0.7,4.1,4.8,2.4,1.9,0.9,1.7,2.2,18.4,-2.33,No,2015,28,Guard
David Lee,127.0,95.0,25.0,4.3,7.4,0.581,4.3,7.3,0.584,0.0,0.0,0.0,2.8,4.0,0.6809999999999999,2.2,4.6,6.8,2.0,0.9,0.9,2.1,2.2,11.3,8.11,Yes,2005,30,Forward
Trey Burke,73.0,71.0,35.7,6.0,13.3,0.45,4.2,8.3,0.499,1.8,5.0,0.36700000000000005,3.1,4.0,0.777,0.6,2.7,3.3,5.7,1.3,0.5,2.5,1.7,16.9,9.51,No,2013,9,Guard
D.J. Augustin,73.0,73.0,36.5,5.4,12.2,0.44299999999999995,3.8,8.2,0.46299999999999997,1.6,4.1,0.402,4.4,5.5,0.8079999999999999,0.6,2.3,2.9,6.2,1.4,0.0,3.0,1.9,16.9,7.35,No,2008,9,Guard
Jarred Vanderbilt,14.0,0.0,17.0,2.1,4.9,0.426,2.1,4.8,0.433,0.0,0.1,0.0,1.7,2.7,0.632,3.3,4.6,7.9,1.0,0.4,0.8,1.1,2.6,5.9,10.73,No,2018,41,Forward
Marcus Morris,109.0,90.0,24.0,4.7,8.4,0.555,4.3,7.3,0.585,0.4,1.1,0.358,2.9,4.3,0.66,2.4,3.8,6.2,1.3,0.9,0.4,1.6,2.6,12.6,7.92,No,2011,14,Forward
Mason Plumlee,141.0,99.0,25.9,3.7,6.5,0.574,3.7,6.4,0.578,0.0,0.1,0.2,2.4,4.0,0.583,2.4,5.4,7.7,1.5,0.8,1.4,2.0,2.5,9.8,8.87,No,2013,22,Center
Aaron Holiday,101.0,65.0,31.8,4.7,10.5,0.45,2.9,6.2,0.469,1.8,4.2,0.42200000000000004,3.1,3.9,0.795,0.5,2.7,3.2,4.7,1.2,0.2,3.0,2.7,14.3,7.65,No,2018,23,Guard
Hassan Adams,130.0,100.0,27.8,5.8,11.6,0.499,5.2,9.7,0.535,0.6,1.9,0.311,1.9,2.7,0.7040000000000001,2.5,3.0,5.4,2.0,1.8,0.7,2.0,2.0,14.0,8.42,No,2006,54,Guard
Rudy Gay,64.0,59.0,29.8,5.0,10.8,0.461,4.1,8.5,0.483,0.9,2.3,0.37799999999999995,2.8,3.8,0.721,1.9,4.0,5.9,1.8,1.3,1.7,2.2,2.3,13.6,7.1,No,2006,8,Forward
Andy Rautins,127.0,65.0,24.4,2.8,7.1,0.396,0.6,1.2,0.506,2.2,5.9,0.374,0.9,1.2,0.763,0.4,2.2,2.6,2.7,1.4,0.2,1.7,1.9,8.8,7.83,No,2010,38,Guard
Tyshawn Taylor,146.0,126.0,27.7,3.8,7.9,0.47700000000000004,3.0,5.7,0.518,0.8,2.2,0.37,2.5,3.5,0.708,0.3,1.9,2.2,3.9,1.2,0.2,2.6,2.1,10.8,8.42,No,2012,41,Guard
Malik Beasley,34.0,33.0,29.8,5.4,11.6,0.47100000000000003,3.8,7.4,0.518,1.6,4.2,0.387,3.1,3.8,0.813,1.3,4.0,5.3,1.5,0.9,0.2,1.7,2.2,15.6,8.16,No,2016,19,Guard
Shane Larkin,68.0,54.0,31.3,3.8,8.6,0.43799999999999994,2.3,4.6,0.491,1.5,4.0,0.375,2.2,2.7,0.8079999999999999,0.5,2.7,3.2,3.6,1.8,0.1,2.1,1.6,11.2,7.03,No,2013,18,Guard
Brandon Bass,59.0,58.0,34.2,5.1,9.5,0.54,4.8,8.7,0.5539999999999999,0.3,0.8,0.37799999999999995,4.6,5.8,0.78,2.6,5.6,8.2,0.7,0.8,1.8,1.8,2.2,15.1,7.18,No,2005,33,Forward
Trey Thompkins,89.0,81.0,29.5,6.0,12.8,0.469,5.1,10.3,0.496,0.9,2.5,0.35700000000000004,2.8,3.8,0.7290000000000001,2.0,5.8,7.8,1.4,1.0,1.3,2.6,2.2,15.7,6.56,No,2011,37,Forward
Jeff Withey,117.0,76.0,19.8,2.8,4.9,0.568,2.8,4.9,0.5670000000000001,0.0,0.0,1.0,2.4,3.3,0.726,1.6,3.8,5.4,0.6,0.5,2.7,1.2,1.8,8.0,8.34,No,2013,39,Center
Delon Wright,68.0,68.0,34.8,5.0,9.3,0.535,4.4,7.5,0.594,0.6,1.9,0.299,4.5,5.5,0.8140000000000001,1.1,4.7,5.8,5.2,2.3,1.1,2.2,1.6,15.0,6.82,No,2015,20,Guard
Al-Farouq Aminu,62.0,60.0,30.1,5.0,10.6,0.47600000000000003,4.6,8.9,0.522,0.4,1.7,0.23800000000000002,3.9,5.7,0.687,3.3,6.1,9.4,1.4,1.2,1.3,2.9,2.8,14.4,8.1,No,2010,8,Forward
Chandler Parsons,142.0,81.0,27.9,3.7,7.8,0.47700000000000004,2.6,4.6,0.575,1.1,3.2,0.337,1.7,2.8,0.611,1.9,4.1,6.0,2.4,0.9,0.3,1.6,2.0,10.2,5.9,No,2011,38,Forward
Frank Mason,145.0,113.0,30.0,4.2,9.2,0.45399999999999996,2.9,6.2,0.47100000000000003,1.3,3.0,0.42,3.3,4.4,0.7609999999999999,0.5,2.9,3.4,4.0,1.1,0.1,1.9,2.0,13.0,11.74,No,2017,34,Guard
Anthony Bennett,35.0,31.0,27.1,5.8,10.8,0.5329999999999999,4.7,8.1,0.5870000000000001,1.0,2.7,0.375,3.5,5.1,0.701,2.5,5.7,8.1,1.0,0.7,1.2,1.9,2.3,16.1,5.71,No,2013,1,Forward
P.J. Hairston,71.0,14.0,18.1,3.1,8.0,0.38799999999999996,1.3,2.9,0.45799999999999996,1.8,5.1,0.349,2.0,2.5,0.8,1.3,1.9,3.2,1.0,0.8,0.3,0.9,1.7,10.0,7.54,No,2014,26,Guard
Zach LaVine,37.0,1.0,24.4,3.4,7.8,0.441,2.1,4.3,0.494,1.3,3.5,0.375,1.3,1.8,0.691,0.5,2.1,2.5,1.8,0.9,0.2,1.1,2.0,9.4,7.62,No,2014,13,Guard
Jayson Tatum,29.0,27.0,33.3,5.7,12.6,0.452,4.3,8.6,0.504,1.4,4.0,0.342,4.1,4.8,0.8490000000000001,1.3,6.0,7.3,2.1,1.3,1.1,2.6,3.0,16.8,10.91,No,2017,3,Forward
Grayson Allen,142.0,97.0,27.9,4.3,9.9,0.43,2.2,4.5,0.49,2.0,5.4,0.38,3.5,4.2,0.8340000000000001,0.5,2.6,3.2,3.0,1.0,0.1,1.7,2.1,14.1,10.27,No,2018,21,Guard
Hilton Armstrong,131.0,56.0,15.1,1.7,3.1,0.563,1.7,3.1,0.565,0.0,0.0,0.33299999999999996,1.2,2.1,0.578,1.3,2.6,3.9,0.6,0.3,1.5,1.2,2.1,4.7,7.4,No,2006,12,Forward
James Jones,122.0,88.0,27.5,3.8,8.9,0.426,2.8,6.3,0.444,1.0,2.7,0.38299999999999995,2.5,3.0,0.831,2.0,4.0,5.0,1.2,1.1,1.6,1.5,2.1,11.1,5.18,No,2003,49,Forward
Trevor Ariza,25.0,23.0,31.6,4.3,10.0,0.426,3.6,7.0,0.509,0.7,3.0,0.237,2.3,4.5,0.504,2.4,4.0,6.5,2.1,1.7,0.4,3.2,2.8,11.6,6.82,No,2004,43,Forward
DaJuan Summers,101.0,98.0,27.6,3.6,8.3,0.439,2.2,4.2,0.522,1.4,4.1,0.353,2.5,3.4,0.727,1.3,3.1,4.4,1.3,1.0,0.6,2.2,2.4,11.2,8.56,No,2009,35,Forward
Kosta Koufos,37.0,35.0,27.1,6.0,11.8,0.508,5.4,10.1,0.535,0.6,1.7,0.349,1.8,2.7,0.68,2.6,4.0,6.7,0.5,0.4,1.8,1.5,2.2,14.4,7.97,No,2008,23,Center
Demetris Nichols,123.0,93.0,25.8,3.8,9.0,0.423,2.2,4.4,0.493,1.7,4.7,0.358,1.6,2.1,0.752,1.2,3.0,4.1,1.1,1.0,0.8,1.5,2.0,10.9,7.27,No,2007,53,Forward
Armon Johnson,101.0,99.0,32.7,5.4,11.6,0.467,4.7,9.2,0.514,0.7,2.4,0.289,2.8,3.7,0.75,0.8,2.9,3.7,4.4,0.8,0.2,2.7,1.7,14.3,1.28,No,2010,34,Guard
Tyler Lydon,71.0,34.0,33.1,3.9,8.2,0.47600000000000003,2.5,4.8,0.531,1.4,3.5,0.4,2.4,2.9,0.809,2.0,5.4,7.4,1.6,1.1,1.6,1.5,2.6,11.6,9.11,No,2017,24,Forward
